Index,x1,x2
245,-0.75985783,-0.72325134
246,-0.001160028,-0.47734523
247,-0.31352797,-0.4484523
248,-0.54557383,-0.13368908
249,-0.20008464,0.45772576
250,0.46488833,0.012024013
251,0.46990502,-0.20683035
252,-0.35113904,0.3339207
253,-0.41526845,-0.9783959
254,0.8269492,0.52551544
255,0.44158196,-0.24086383
256,-0.83043355,0.6251849
257,-0.4947032,-0.2836048
258,-0.27059746,-0.49313462
259,0.8291119,-0.66874194
260,0.2352016,1.0197595
261,-0.9426135,0.31938708
262,-0.94280005,0.37617087
263,-0.46148074,-0.08086738
264,0.7075491,0.7525019
265,0.40381682,-0.24858811
266,0.29418024,0.9113921
267,0.47504333,0.19751588
268,0.41721177,0.8844774
269,-0.5010384,-0.27462915
270,0.32358482,-0.89871866
271,0.43548554,-0.19156125
272,-0.7939611,0.7292427
273,0.37828434,-0.37109184
274,-0.8922048,-0.44200245
275,0.8380812,0.6169014
276,0.5107251,0.015745932
277,0.95688707,0.24978857
278,0.22207862,-0.9384018
279,-0.19090791,-1.0198852
280,-0.4530645,-0.2816277
281,0.8605363,-0.3312665
282,-1.044903,-0.097605094
283,0.19360368,0.4236352
284,-0.69048023,-0.7950137
285,-0.5259394,-0.08819582
286,-0.5901451,0.7595854
287,-0.36717618,-0.24394172
288,0.6384375,0.73139805
289,-0.19494954,0.9102568
290,0.41723546,-0.29352516
291,-0.71610343,-0.7084703
292,0.72073454,0.7586332
293,0.32745004,0.35766223
294,-0.4482635,0.18961659
295,-0.5031524,0.7380789
296,-0.67028713,-0.78086203
297,-0.5449938,0.2508561
298,-0.46813393,-0.10206682
299,0.43932876,-0.32930025
300,0.5044586,-0.9175883
301,-0.34995157,-0.36852136
302,0.75626117,0.5878855
303,-0.6504877,0.82004195
304,0.754797,0.59307307
305,0.41834968,0.25330365
306,-0.21270792,-1.005588
307,0.24653348,0.28761706
308,0.12101571,-0.53052115
309,0.3099933,0.3715501
310,0.9106429,0.19050252
311,-0.99607784,0.33076277
312,-0.7790548,-0.7125792
313,0.3276028,-0.36066526
314,0.32524434,-0.42188454
315,-0.4859984,0.001557564
316,0.06308566,-1.0489562
317,0.33669874,0.38058612
318,-0.16762786,0.4488484
319,0.94777465,-0.32404053
320,0.47253898,-0.34137368
321,-1.0421572,0.065424606
322,0.69749254,0.7988444
323,0.37383968,0.32504222
324,-1.0274192,0.092117116
325,-0.4140603,0.9461407
326,-0.49030954,0.01486188
327,-0.8750749,-0.5902616
328,0.03541381,0.4531946
329,0.20458673,-0.50928247
330,0.15036266,-0.5187214
331,-0.9236991,0.2171359
332,0.36216918,-0.39654148
333,0.57072353,-0.8668708
334,0.389318,-0.031040177
335,0.15239483,0.520769
336,-0.40298688,-0.8921437
337,-0.021246694,0.9983518
338,0.509631,-0.003929236
339,0.8626295,-0.456611
340,-0.38633296,-0.12899618
341,0.77059376,-0.72579664
342,-0.435193,0.10222917
343,0.06077946,-0.5652734
344,-0.7971793,0.5300272
345,0.6136244,0.9266659
346,-0.05737575,-1.024582
347,-0.43361998,0.3293918
348,-0.21821183,-1.0011057
349,-0.026751775,-0.405571
350,0.02539192,-0.46965557
351,0.78791237,-0.56988496
352,-0.27938056,-0.418777
353,-0.29684904,0.4622535
354,0.6193338,-0.6837326
355,0.44010675,0.27083394
356,0.58125395,-0.13891076
357,0.37885332,-0.3463794
358,0.08970961,0.45718807
359,-0.4196859,0.87186044
360,0.39322838,-0.34694985
361,-1.0512995,-0.078038216
362,0.16287427,0.41079646
363,0.7284152,0.60586846
364,0.31146744,0.3664432
365,-0.47019807,-0.8518994
366,0.96927816,0.29636917
367,0.53386873,0.77827144
368,-0.27038595,0.42730325
369,0.13234752,1.033805
370,0.7286467,-0.65526664
371,-0.40269738,0.9005729
372,-0.60969794,0.68735063
373,0.46850336,-0.84838915
374,0.05406884,-0.90132135
375,0.4860363,-0.25813535
376,-0.40859598,-0.18448003
377,0.022217887,0.99735254
378,0.17787687,-0.4809531
379,0.40315232,0.109743215
380,-0.853845,0.45227516
381,0.08563211,-0.983277
382,-0.25611678,0.4200637
383,0.9818416,0.19765162
384,-0.39418826,0.3357862
385,0.38042855,0.37947252
386,0.5152658,0.027920501
387,0.96281546,-0.25391912
388,0.1839569,0.44786456
389,-0.53288925,0.11276316
390,-0.41777045,0.86088467
391,0.3443006,-0.36670625
392,0.45981547,0.064372756
393,-0.08952128,-0.52349705
394,0.22930224,-0.4602561
395,-0.1472802,0.98590577
396,-0.006871931,0.87960947
397,-0.84939903,-0.4989846
398,-0.19890489,0.4748039
399,0.96969014,0.32002822
400,0.01816884,-0.97175014
401,-0.94093454,-0.38921228
402,0.066027045,-0.47765926
403,0.5301941,-0.004989292
404,0.5321099,0.033949673
405,-0.01266028,-0.9473916
406,0.48630786,-0.13699597
407,-0.4351436,-0.9458073
408,-0.544757,0.14535357
409,-0.10949465,-1.0108622
410,-0.05889345,-0.46967956
411,-1.0001159,-0.16641723
412,-0.88074976,0.2492016
413,-0.9892748,0.30869272
414,0.9487056,0.40812525
415,0.47371557,-0.33862734
416,0.4500743,-0.23393308
417,-0.27638385,-0.89627576
418,0.1720854,0.5241254
419,-0.5074274,0.19928564
420,0.6795177,-0.82590306
421,-0.8545699,0.53680855
422,0.8939009,-0.49295887
423,0.513781,0.9417532
424,-0.22378758,0.4700704
425,-0.8521392,0.5828086
426,-0.047341872,0.43999845
427,0.6590278,-0.7148043
428,-0.04113874,0.49943465
429,-0.4946655,0.33751866
430,-0.076445274,0.51485354
431,-0.9509674,0.26566613
432,-0.6460057,0.72282726
433,-0.5115924,-0.07042422
434,-1.0712397,-0.024824305
435,0.98568404,0.26245934
436,0.40912715,-0.82937
437,0.09077897,-0.4767032
438,0.1627008,0.98765236
439,-0.4706407,-0.14042932
440,0.38426617,0.22226264
441,0.24502242,0.49041364
442,0.37582567,0.034114752
443,0.22063895,0.4886245
444,-0.32658455,0.40263587
445,0.4441885,-0.20544389
446,0.7847273,-0.75335336
447,0.24301043,-0.9788094
448,0.91818154,-0.0867579
449,-0.41238678,-0.23542613
450,0.8723289,-0.53095365
451,-0.3689125,0.9176989
452,0.3875957,0.36442685
453,0.39584193,-0.29264903
454,0.77419966,-0.7102012
455,0.48141932,0.16691723
456,0.49071673,-0.94321036
457,-0.037810832,-0.94786394
458,0.05111348,0.46138352
459,0.45048913,1.0309435
460,0.22845177,1.0251224
461,0.23465565,0.96909785
462,-0.68376607,0.67998755
463,0.44766268,0.0889924
464,0.27886364,0.493506
465,-0.11586047,1.0025496
466,1.0191252,-0.18300086
467,0.4634882,-0.35749716
468,-0.1373743,0.45763475
469,0.08071875,-0.46858716
470,0.36418176,0.32167637
471,0.5188994,0.057360623
472,-0.47120816,-0.14591804
473,0.6804335,0.5831752
474,0.26232752,-0.46433437
475,-0.39772114,-0.2062951
476,-0.94320726,0.23651344
477,-0.8081235,0.5404456
478,0.12183522,-0.5144647
479,-0.33011642,0.46314222
480,0.28526038,-0.9593717
481,-0.22898397,-0.9560723
482,-0.25184447,-0.9166935
483,-0.5894814,0.9466982
484,-0.16079365,-0.41800517
485,1.0046053,-0.124431565
486,-0.9016564,-0.46326637
487,-0.99293506,-0.14184368
488,0.5336516,0.86835855
489,-0.045966256,-0.5041428
490,-0.038015533,0.54121584
491,-0.33274755,0.28290075
492,0.83182377,0.42609194
493,0.7432638,-0.6901974
494,-0.5218554,-0.8118203
495,-0.016411027,1.0126603
496,0.8577779,0.5789328
497,-0.6223892,0.7075347
498,-0.029031817,0.5310741
499,0.18027082,-0.5137551
500,1.0935789,-0.21882752
501,0.77495956,0.69572437
502,-0.31833366,0.392755
503,-0.051599156,-0.9868753
504,-0.46285683,-0.2952511
505,0.49225095,-0.06568747
506,-0.09468283,-0.5232541
507,0.39981094,-0.32156238
508,0.32446802,1.0244112
509,0.030372314,0.4237351
510,0.56574476,-0.84136224
511,-0.46765736,0.21515633
512,0.30867183,-0.43387237
513,-0.30548194,-0.37767524
514,-0.5872142,0.8643877
515,-0.8817591,-0.21344024
516,0.24858819,-0.36790854
517,0.45848233,-0.110375315
518,0.51178205,-0.22046052
519,-0.22867768,1.0622655
520,-0.5309386,0.052221887
521,0.6018469,-0.80606294
522,0.311873,-0.2532194
523,-0.36369994,-0.43404144
524,0.5417857,0.8698162
525,-1.1349862,0.057012945
526,0.470085,-0.22875944
527,-0.10258342,-0.4173334
528,0.46468082,-0.24542889
529,0.031010095,0.45981535
530,-0.3725367,-0.8602999
531,-0.05926447,0.4561437
532,0.98727256,0.29144838
533,-0.36984214,-0.38069776
534,0.15802084,-0.5369291
535,-0.34210545,0.41524172
536,0.3741779,-0.27034798
537,0.17060885,0.9265324
538,-0.18235484,-0.42758158
539,0.9473242,-0.19692908
540,0.1379038,-0.48359734
541,0.5825204,0.8399672
542,0.29072598,0.37542996
543,-0.41869068,0.36813724
544,-1.004285,-0.2588153
545,0.15617304,0.93552846
546,0.41560683,-0.36937204
547,0.9275009,-0.04889618
548,-0.38289434,-0.3768613
549,-0.13090578,-0.4640543
550,0.5367036,0.19614336
551,0.43131712,-0.30162266
552,0.8334267,-0.5244726
553,-0.41624847,-0.13118656
554,0.9729663,-0.15032773
555,1.0388231,0.12762323
556,0.45720035,-0.12056228
557,0.24343301,0.88853246
558,0.39933094,-0.96629554
559,-0.9221102,0.45799288
560,0.42334285,-0.09713512
561,0.34976545,0.96625173
562,-1.0611006,-0.03297159
563,0.732337,0.6507286
564,0.01934151,-0.4261843
565,0.47835255,0.26273277
566,-0.8842982,-0.15146081
567,-0.018501146,1.0095786
568,-0.561273,0.036290076
569,0.7962508,-0.5026131
570,0.4199815,0.45351744
571,-0.5763073,-0.7958592
572,0.61890364,-0.8013178
573,-0.38019735,0.25733423
574,-0.45888248,0.95388937
575,0.66678435,0.6824622
576,0.93873525,0.3002698
577,0.075005956,0.50999
578,-0.90443283,-0.3864789
579,0.3187244,-0.18526588
580,-0.37978455,-0.30081323
581,-0.20762433,0.9926223
582,0.26746327,0.42102972
583,-0.4456557,-0.30652112
584,0.8462422,-0.3605691
585,0.28648067,0.45959935
586,0.33809337,0.41995826
587,-0.069807045,-0.43537158
588,-0.32870218,0.33381063
589,-0.52174467,-0.012255295
590,-0.2723725,-0.9758009
591,0.4635691,-0.29547048
592,-0.53368384,0.109920405
593,-0.09890523,0.48168126
594,-0.47029644,-0.11100132
595,-0.44244966,-0.25592223
596,0.23001143,0.45260856
597,0.9665337,-0.34579238
598,-0.15408048,0.9370103
599,0.14469182,0.49199903
600,-0.3375509,0.30915272
601,0.65093404,-0.6809774
602,0.9881407,0.23910412
603,-0.7934462,-0.6929247
604,-0.73750407,0.68056655
605,0.018672453,-0.4514852
606,0.41029942,-0.33643335
607,-0.2116604,0.5088147
608,0.16558245,0.9551025
609,0.17370962,-0.9625495
610,-0.4789483,0.22938114
611,-0.39098585,-0.41188595
612,-0.48201326,-0.08581521
613,-0.6520259,0.8439694
614,0.9932649,0.108380176
615,-0.8256726,-0.6908974
616,0.7978918,0.61843294
617,-0.7810034,-0.69937336
618,-0.55453426,0.82502353
619,-0.44327626,-0.03701365
620,0.75370747,-0.7190538
621,0.8180731,-0.4243218
622,0.19787852,-0.49474427
623,0.43755826,0.9168124
624,0.13932082,-0.37241703
625,-0.06051326,0.4961661
626,0.44743454,-0.19396606
627,0.953188,0.3457745
628,0.46529847,-0.16426925
629,-0.4128014,-0.7736951
630,0.7149207,0.5737513
631,0.37888193,-0.008559208
632,0.020718463,0.49979207
633,0.2500835,0.58272845
634,0.53804606,0.23066522
635,-0.48927134,-0.13949384
636,0.21236764,-0.37266025
637,0.17736107,0.470904
638,-0.112412766,0.45589706
639,-0.9495067,-0.35436913
640,0.24549219,-0.44504663
641,0.47670463,0.15804659
642,-0.47691524,0.17886846
643,-0.42662418,-0.3427877
644,0.35662106,0.30967382
645,-0.888441,-0.18292524
646,-0.41947255,-0.23113166
647,0.33381695,0.9418543
648,-0.52377707,0.22117151
649,-0.938404,-0.5065336
650,-0.26732808,0.83949137
651,0.49209717,-0.9019459
652,-0.5503249,0.06823568
653,0.6617124,0.8057246
654,-0.74612784,0.6129415
655,0.5982775,-0.7914029
656,0.16932851,0.44780543
657,-0.51206106,0.041124113
658,-0.616937,0.67986333
659,0.48289135,-0.2470022
660,0.3876995,-0.015003711
661,-0.53452545,0.09621721
662,-0.1635579,0.43664446
663,0.36568338,0.4026878
664,-0.1481662,0.90836465
665,0.13855313,-0.4933909
666,0.3271128,-0.3800285
667,-0.6030553,0.8464843
668,-1.0078741,0.00467125
669,-0.4925638,-0.060576215
670,0.517154,-0.92250794
671,0.99998635,0.069491826
672,-0.21782656,0.9306805
673,-0.36402285,-0.22898358
674,-0.95197654,-0.07032405
675,-0.056993082,-0.44669336
676,0.986722,0.24367663
677,-0.14952964,-0.53359115
678,0.29081285,0.23702611
679,-0.4183132,-0.28125474
680,-0.62047935,0.77502304
681,-0.41408485,-0.26663935
682,-0.4824531,0.95653814
683,-0.29309073,0.35421863
684,-0.4475418,-0.21702397
685,-0.4573839,0.368946
686,-0.23400488,0.5769582
687,0.4094919,-0.9117323
688,0.45615906,0.26038343
689,0.14715357,0.49031606
690,0.76682836,-0.720916
691,0.7002991,0.745264
692,0.16566227,-0.50978494
693,0.5292476,-0.7163374
694,-0.40883636,-0.3175057
695,-0.08300234,-0.49502274
696,-0.4073753,0.37170434
697,0.36011004,0.8466989
698,0.7911297,-0.52109855
699,-0.39655206,-0.37849754
700,-0.35858846,-0.9097607
701,-0.25031546,0.4669816
702,-0.93218625,-0.35619888
703,-0.898042,-0.35810187
704,0.07560373,-0.9940493
705,0.3391499,-0.30011937
706,-0.5164823,0.02886267
707,0.3389327,-1.0536673
708,-0.99668354,0.21682875
709,0.35231614,-0.36085033
710,-0.67835206,0.66937816
711,-0.35003865,0.91294414
712,0.15529533,-0.49058363
713,-0.5980547,0.8447207
714,0.71075064,-0.71479493
715,0.7139644,-0.5728883
716,0.92749256,0.3597112
717,0.3938566,0.3228629
718,-0.43082646,0.18151246
719,0.9155331,-0.45773226
720,-0.16613899,0.53161526
721,0.9789828,0.16931851
722,-0.35111547,-0.96308744
723,0.2472993,-0.9326908
724,0.4715032,0.85767263
725,-0.21066079,-0.98571765
726,0.4448811,-0.32548323
727,0.9953387,0.22177672
728,1.0396713,0.08921164
729,-0.5250985,-0.02181286
730,0.065540045,1.0261327
731,0.49117714,-0.2946486
732,-0.22888525,-0.46794364
733,-0.14089066,0.4929624
734,0.5139084,0.8960742
735,0.45552105,0.08381097
736,-0.9513664,0.21125834
737,0.46609676,-0.86563385
738,-0.9859539,-0.23023798
739,1.0288508,0.051365912
740,0.30756283,-0.37941015
741,0.22062644,0.46666268
742,-0.91270375,0.55566686
743,0.7398638,-0.58070576
744,0.9504892,-0.0688627
745,0.4877637,-0.7970271
746,0.15792264,0.4060785
747,-0.76353914,-0.7452454
748,-0.8470984,-0.48920768
749,-0.39325115,0.26044834
750,-0.967106,-0.1187139
751,0.4526495,-0.19463792
752,-0.47475275,-0.19974853
753,0.4014918,-1.0099456
754,0.90902036,-0.06607741
755,0.93132037,-0.25415447
756,0.9906323,-0.057786677
757,-0.51209104,-0.95668733
758,0.24733697,-0.34291032
759,-0.4360447,0.26138955
760,0.16236567,-0.44742003
761,-0.12869605,-0.5204153
762,-0.2997906,-0.9747945
763,-0.37731448,-0.92142636
764,-0.87243146,-0.35474458
765,-0.825839,0.6301593
766,-0.28588933,0.5000029
767,-0.55919534,-0.8997023
768,0.2943603,-0.43708342
769,-0.37134606,0.3093501
770,0.4079661,0.13803132
771,0.55681616,0.7932738
772,0.014684872,-0.4339786
773,0.33047074,-0.45777982
774,-0.48551267,-0.15505037
775,-0.21893008,-0.43211251
776,0.9911704,-0.17442004
777,-0.5124168,-0.09296021
778,-0.27816412,-1.0336778
779,-0.5305543,-0.004880189
780,-0.15149741,0.44636336
781,0.14498657,0.5224629
782,0.28794464,-0.42783484
783,-0.996049,-0.47920385
784,-0.70637393,-0.7909728
785,0.42060402,0.044066098
786,0.26616386,-0.48415586
787,-1.0187706,0.03323817
788,-0.11043697,-0.9287839
789,-0.25697255,-0.45191386
790,0.37488955,0.8225126
791,-0.31886864,-0.3370494
792,0.32923836,0.9439628
793,0.7283932,-0.6313512
794,0.011984084,-0.503791
795,-0.4610054,-0.91311544
796,-0.3871686,-0.865516
797,0.615171,-0.23898618
798,0.103695616,0.50823337
799,0.23269765,-0.9316296
800,0.37926152,-0.9005248
801,0.8888773,0.45092008
802,0.23837022,-0.36664018
803,-0.43500885,0.3075158
804,0.41041416,0.30079392
805,-0.5223709,0.14420228
806,0.06012869,0.49267632
807,0.3345559,0.38448438
808,-0.5701917,0.8249743
809,0.4245518,0.05363111
810,-0.24726717,-0.43672857
811,-0.6527542,0.72456557
812,-0.42749783,0.32284337
813,0.7662075,0.6761014
814,-0.97937936,-0.17592013
815,-0.24567068,0.38042352
816,-0.770865,0.7037844
817,-0.4240432,0.2370119
818,0.5239313,0.8480721
819,-0.38524234,-0.33246037
820,0.3606278,-0.2555067
821,0.90298027,0.116284534
822,-0.21962526,0.9616828
823,0.36373824,-0.32606655
824,-0.42622542,0.20856437
825,-0.52142227,-0.12786065
826,-1.0203241,0.21138477
827,0.337816,0.4510173
828,-0.43362355,0.18030298
829,0.44344583,0.20406213
830,0.6798358,0.8182159
831,0.49296686,-0.88492936
832,-1.0603523,0.13549381
833,-0.74653935,0.61551
834,0.2507404,-0.44958493
835,-0.6582883,0.76397765
836,-0.28158626,-0.9524017
837,-0.7197801,0.67161125
838,-0.45592684,0.19714731
839,0.83166695,-0.50266165
840,-0.102345094,-1.0475448
841,-0.91515976,0.44514418
842,0.18606834,0.46880233
843,0.9843953,0.29774824
844,0.37179527,-0.26667777
845,0.4957257,-0.25202662
846,0.50186247,0.04179549
847,0.20046467,0.9527141
848,-0.5609682,0.049966693
849,1.0311067,-0.20863678
850,0.16590185,-0.9817602
851,-0.9159136,0.29084396
852,0.10049647,-1.0262495
853,-0.9467782,0.29852688
854,0.4468196,0.03578113
855,-0.21072106,-0.37458056
856,-0.940574,0.03647584
857,-0.48103106,0.15148962
858,0.8218853,-0.60619926
859,-0.2450442,-0.9258244
860,0.24886148,-0.9506327
861,0.537981,-0.14636901
862,0.28418574,-0.3936166
863,0.1150849,-0.542105
864,-0.96681273,-0.27107003
865,0.485511,-0.17119534
866,0.6375436,0.7626656
867,0.28076583,0.96957576
868,0.056161426,-0.9724568
869,-0.45845568,0.27835405
870,0.40000582,0.31151596
871,0.49943516,-0.22404824
872,0.25497222,0.91845995
873,0.39821455,0.40477192
874,0.6673571,-0.8005097
875,0.27153563,-0.440138
876,0.04342074,-0.49999568
877,-0.3738767,-0.2507176
878,-0.84998065,0.56638634
879,0.8109023,-0.6731062
880,0.32742944,-0.3337225
881,0.8002289,-0.38707498
882,0.9684242,0.15271056
883,0.434537,-0.000215496
884,-0.9850822,-0.16535719
885,-0.58695596,0.2042688
886,0.90501094,-0.44441095
887,0.87689483,-0.46413943
888,0.50526303,-0.024113424
889,-0.5055071,0.20166387
890,0.8592098,-0.47738045
891,-0.47048265,0.2477932
892,-0.44263098,0.25171655
893,-0.063625544,1.0670109
894,-0.19321655,0.9724001
895,0.8937815,0.3799456
896,-0.26742765,-0.48828733
897,-0.25474077,-1.0588104
898,-0.5777094,-0.078344375
899,0.063962884,0.9291363
900,-0.9433465,0.092635445
901,0.9290405,0.26015735
902,0.54823923,-0.06395119
903,0.49378216,-0.17981224
904,0.9159375,-0.48327702
905,0.5409279,-0.000846264
906,0.48944727,-0.12071003
907,-0.8383109,-0.57855505
908,0.52160203,-0.7774181
909,0.08471737,-0.40142557
910,-0.5001281,0.17565522
911,-0.001679865,0.427254
912,0.38701087,0.8034991
913,-0.17165513,-0.4310557
914,0.96785796,0.009590732
915,0.50098354,-0.8971366
916,0.49900743,0.22463639
917,0.22909272,0.443118
918,-0.4559085,0.034930278
919,-1.0520735,0.25705484
920,-0.9366,-0.3757631
921,0.007510142,-0.5943781
922,-0.4993893,0.84933686
923,0.57389754,0.20394346
924,0.08864476,-0.52504146
925,0.14105178,0.9756736
926,-0.049243923,0.5499649
927,-0.8292517,-0.54891837
928,-0.6940759,0.6994548
929,0.32468584,-0.991855
930,-0.12853338,0.4920565
931,0.9423508,-0.45364347
932,1.0047988,-0.29982638
933,-0.8967409,0.34085667
934,1.0307237,0.14185153
935,-0.34855735,-0.35428253
